Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Collision
B,B,2,0,1,A,1,0,11.958992506212141,A,C,2,0,0,D,1,0,30.72485060232516,Да
C,A,5,1,1,C,1,1,96.97770746277052,A,A,5,0,1,A,1,1,62.3178713518165,Да
B,B,5,1,1,A,0,0,82.46814750915138,A,D,3,0,0,A,0,1,49.637103938502655,Нет
D,A,2,0,1,B,1,1,28.318534016758644,C,D,5,1,1,C,0,1,57.411365576314196,Нет
D,C,5,0,1,D,1,0,46.310059455718424,B,B,3,0,1,A,1,0,42.48429304182309,Да
C,C,1,1,1,A,0,0,5.973596086088683,A,B,5,1,0,C,0,1,80.44831879591555,Нет
C,C,1,1,1,D,1,0,73.27594568258509,D,A,3,0,0,B,1,1,34.508603197370604,Нет
B,A,3,0,1,B,0,0,25.677495593854495,C,D,4,0,1,C,1,0,89.72908813845157,Нет
B,A,2,0,0,B,1,1,39.56703949112212,D,A,3,1,0,C,0,0,2.042414971813933,Нет
A,A,4,1,1,D,1,1,18.18520300450317,A,B,3,0,0,A,1,1,67.4681900668674,Нет
B,D,1,0,0,C,0,1,69.63552163578808,B,B,4,1,0,C,1,0,84.42192230405698,Нет
B,D,1,0,0,D,1,1,15.451409127228477,B,A,2,1,1,A,0,1,54.28716439768403,Нет
B,C,4,1,1,C,0,0,38.92165849532595,A,D,1,0,0,A,0,1,25.98947529825161,Нет
D,D,2,1,0,D,1,1,11.352990812026032,A,A,1,0,1,D,0,0,15.750324434699515,Нет
C,D,4,1,1,B,0,1,88.25895179920471,D,A,3,0,1,A,1,0,5.78308309349691,Нет
A,C,1,0,0,B,0,1,68.79298997372068,B,B,3,0,0,A,0,0,37.872617105965276,Нет
D,B,2,0,1,A,1,0,56.16986456652043,A,D,3,1,0,B,1,0,57.717338758639706,Нет
D,D,3,1,0,C,0,1,35.612518969257835,C,A,5,1,1,B,0,1,66.69700204273965,Нет
B,C,1,1,1,C,1,0,76.16268307037028,C,C,3,1,0,A,1,1,86.42464038911271,Нет
B,C,1,0,0,D,0,1,44.66736161496476,A,A,1,1,0,C,0,0,86.7064974441051,Нет
B,B,1,1,1,A,1,0,43.23705775693247,A,C,1,0,1,B,1,1,60.21823586476381,Нет
B,A,1,1,1,B,0,1,76.9155307230892,A,D,3,1,1,C,0,0,66.64640220152688,Нет
B,C,5,1,0,D,1,0,17.313414992175957,C,B,2,1,1,C,0,0,87.32875146382656,Нет
D,A,2,1,0,B,0,0,85.79949323887688,B,D,5,0,0,D,1,0,96.51449560383533,Нет
B,D,4,1,0,C,0,0,6.345376007813397,A,B,1,1,0,B,0,1,84.10112328329731,Нет
C,B,5,1,0,B,1,0,15.825014432235928,C,D,1,1,0,C,1,1,44.546668558025615,Да
D,B,3,1,1,A,1,0,31.7629602217124,B,A,3,1,0,C,0,1,89.51028298511133,Нет
A,C,5,1,1,D,0,1,18.91445794917014,A,C,3,0,1,C,0,0,1.152375235379477,Да
C,B,1,0,0,A,1,1,97.98770877581605,D,A,4,1,0,D,1,1,33.87459916355166,Нет
A,C,3,0,1,C,0,0,68.8473456262659,D,C,1,0,0,A,1,1,82.82776349917283,Нет
B,B,3,1,1,D,1,1,55.92131653362708,B,A,5,0,0,C,1,0,10.636093513787404,Нет
D,B,5,1,0,A,0,1,81.47657037912867,A,D,5,0,0,C,0,1,31.43008862158103,Да
A,B,3,0,1,A,1,0,29.393641662137227,C,D,1,0,1,D,0,1,24.989799289613956,Нет
A,C,4,0,1,C,0,1,26.61221230384514,B,D,4,0,1,C,1,1,36.74986619887677,Да
C,D,3,0,1,B,0,1,82.90700477914774,B,B,1,0,1,A,1,1,78.24968054295064,Нет
A,A,5,1,0,B,1,1,67.9417533905685,C,C,1,0,0,D,0,1,62.081269141284764,Нет
A,B,2,0,1,C,0,1,30.526038523621835,C,A,5,1,0,B,1,0,7.598988755359537,Нет
C,B,4,0,1,D,0,0,79.73730484846018,B,D,1,1,0,D,1,0,46.424661763828986,Нет
A,B,3,0,0,B,1,0,61.12490909590812,B,B,1,0,1,D,0,1,83.4293931050354,Нет
C,D,5,1,1,D,1,0,76.42877638263343,B,B,3,1,0,C,1,0,80.26839418307286,Нет
B,B,3,0,0,A,1,1,93.59231616815478,B,B,4,1,1,B,0,1,62.719469166200284,Нет
A,D,5,1,1,B,1,0,90.80760258561227,A,C,5,1,0,B,1,1,55.15075009555092,Да
C,B,1,1,0,B,1,1,86.48155954022347,A,C,4,1,1,D,1,1,9.639377914244896,Нет
C,A,1,1,0,C,0,1,61.607264036030266,C,B,1,0,1,C,0,0,20.1305116608956,Да
D,B,4,0,1,D,0,1,37.27674383968987,D,A,5,1,1,D,0,1,41.63976960214557,Да
A,D,4,1,0,D,0,0,92.96644274736832,C,D,2,1,1,A,0,1,87.44326503687884,Нет
B,D,1,1,1,D,0,1,89.9279899071479,D,D,4,0,1,D,0,0,52.73290313647423,Да
A,C,4,0,0,C,1,0,46.135365293091624,A,B,2,0,1,A,1,1,62.174233441857716,Нет
C,D,5,1,1,A,0,0,37.568571934097704,A,D,5,0,0,A,1,0,44.63445618211366,Да
B,B,1,1,1,B,0,0,7.829898333190632,B,C,4,0,0,D,1,0,33.41740331353405,Нет
C,A,2,0,0,A,0,1,78.03441354476544,C,D,3,0,0,B,1,1,6.553302040331932,Да
D,C,5,1,1,A,1,0,28.89253531733057,A,B,3,1,1,C,1,0,6.8485999653262635,Да
C,C,2,0,1,D,0,1,17.870330360171018,D,B,4,1,0,B,1,1,81.63588634789905,Нет
D,D,3,0,0,D,0,1,19.927945066786133,C,A,2,1,1,B,1,1,19.86729756590163,Нет
C,D,4,0,0,D,1,1,26.09603626492777,C,D,3,1,0,C,0,1,96.40597122335973,Да
C,A,5,0,0,C,0,1,78.4402957600913,C,C,2,0,0,A,0,0,52.164206729251895,Да
B,A,2,0,0,C,0,0,80.61327951221358,B,A,2,1,1,C,0,0,74.65936465384576,Да
C,C,4,1,1,D,1,1,41.36205249924504,C,C,2,0,1,D,0,1,37.60867193119826,Да
C,A,5,0,1,A,0,0,2.106932803522199,B,D,4,0,1,C,1,1,47.09458270775894,Нет
B,D,4,1,1,B,0,1,18.99486914585634,B,B,2,0,0,A,0,1,54.439610939130404,Нет
C,B,2,1,0,B,1,0,42.73921437860224,C,D,4,0,1,C,1,1,60.210478982550356,Нет
B,A,3,0,1,B,0,1,57.109071805964895,C,A,3,0,0,A,0,0,63.88709414979322,Да
C,C,2,0,0,B,0,1,59.474036684168354,A,C,2,0,0,C,0,0,24.527443011272897,Да
C,C,4,0,1,A,0,0,75.62436321255261,C,A,2,0,0,A,1,1,65.59578085302714,Нет
B,A,1,0,1,B,0,1,63.82765518654647,A,D,5,0,1,A,0,0,6.510408082596242,Нет
B,A,4,0,0,B,0,1,4.445342393241081,D,A,2,1,0,D,1,0,67.44185462806225,Нет
D,D,2,1,0,C,1,1,46.3466872629896,B,C,3,0,1,B,1,1,81.20749140411552,Нет
B,C,2,1,0,A,1,0,49.99189391675268,B,B,4,0,0,D,1,1,43.82562431239604,Нет
B,A,3,0,0,C,1,0,84.26487502364459,D,B,4,1,1,D,0,0,60.722386185741605,Нет
C,D,2,0,0,D,0,1,78.26826166718284,A,A,4,1,1,B,1,1,3.8907700043333326,Нет
C,C,3,1,1,B,1,0,34.613358459282985,C,D,2,0,1,D,1,1,33.713710659881016,Нет
B,A,3,1,1,C,0,1,8.090662238057655,B,D,4,1,1,C,1,0,17.31518604211001,Да
B,B,1,0,1,B,0,1,35.93074050326494,B,C,3,1,1,C,0,1,63.47217841760388,Да
D,A,4,1,1,B,0,0,42.02395840141324,C,C,2,0,1,A,0,1,56.243860759503065,Нет
C,D,5,1,1,A,0,0,35.26916641655007,C,A,3,1,1,A,1,0,21.45609129341095,Да
B,D,2,0,1,D,0,0,0.6988329891394196,C,B,1,1,1,B,0,0,65.70837065798524,Нет
A,C,5,0,0,A,0,1,71.25036060330345,B,D,5,0,1,B,0,0,8.89161783471738,Нет
B,D,1,1,0,A,0,1,21.07482372750852,D,A,1,1,1,B,0,0,24.290955709406536,Нет
D,A,5,1,1,B,1,1,95.4646493284631,C,D,3,1,1,D,1,0,57.70975484090825,Нет
B,A,5,1,0,D,1,0,15.98367478196623,A,B,5,1,0,D,1,0,22.43684485492139,Да
C,D,1,0,0,D,0,1,71.16992640146117,B,C,5,1,1,A,0,1,79.3156439712382,Нет
D,B,1,0,0,A,0,0,75.20988253942204,A,D,2,0,1,C,0,0,92.65951100757934,Нет
A,D,4,1,0,C,0,0,88.28571080415514,C,D,3,1,0,C,0,1,97.54102837714944,Да
C,A,3,0,1,C,1,1,83.54385999329216,A,C,5,0,0,D,1,1,86.60397421939304,Нет
B,B,4,0,0,C,1,1,61.16700447223875,B,A,5,1,1,C,0,1,26.567831240330808,Нет
A,B,2,0,0,C,1,1,80.46336799862928,A,C,3,0,0,B,0,0,12.846688082599279,Нет
C,B,4,1,0,C,1,0,97.74445949781784,D,B,3,0,1,A,1,0,94.93167675997124,Нет
C,B,3,0,1,C,0,1,15.0718270256049,B,A,1,0,0,D,1,1,30.82206583395487,Нет
D,C,2,1,0,C,0,1,24.71268525244478,C,A,4,0,0,A,1,0,49.67819031446696,Нет
D,D,4,1,1,C,0,0,76.59167892833253,B,B,4,1,1,A,0,0,13.92589395089352,Да
A,B,5,1,0,A,1,1,62.09722038927236,B,B,1,0,1,C,1,1,23.818197944183407,Нет
A,B,4,0,0,D,0,0,95.3747383476144,D,B,4,1,1,A,0,0,33.73428314022875,Да
D,A,3,0,1,D,0,0,51.475449079835386,B,A,1,1,1,C,1,1,0.9279192726221686,Нет
A,D,3,0,0,B,1,0,43.33029581016387,D,A,4,1,1,C,1,0,27.72469218633016,Нет
A,A,5,0,0,C,0,0,85.34172462006629,A,B,2,1,0,A,0,0,15.456589676498167,Да
D,A,1,1,1,B,1,0,91.15493879715403,A,A,3,1,0,A,0,0,72.46556521199969,Нет
B,B,1,1,1,A,1,1,85.05858085813313,A,C,2,0,0,A,0,1,84.51744641109013,Нет
C,C,1,1,0,C,0,0,41.19912429008096,B,D,5,1,1,A,1,1,37.30734065549049,Нет
A,C,3,1,0,D,1,0,21.06830340141065,D,A,2,1,0,C,0,0,12.777068787137358,Нет
C,A,2,1,0,D,0,1,89.59871447795945,A,C,3,1,0,B,1,0,34.17453630386406,Нет
A,B,3,1,1,D,0,1,70.36290268891806,B,A,1,1,0,C,1,0,62.73045725485949,Нет
D,A,3,1,0,C,0,0,55.992177033185456,D,B,2,1,1,A,1,1,50.25612062083524,Нет
A,A,1,1,0,B,0,0,68.40407493351611,B,C,4,0,0,C,1,0,47.287207342293826,Нет
A,B,1,0,0,A,0,1,26.193958826987142,D,D,2,1,0,D,0,1,38.16765123464345,Нет
D,B,2,0,0,A,1,1,99.18841922924555,D,D,4,1,0,D,0,0,0.7815673663547296,Нет
B,C,5,0,1,D,0,1,62.791760736352884,D,A,2,0,1,B,0,0,26.558469028755084,Нет
A,C,3,1,1,C,1,0,61.3947675539899,D,A,2,0,1,C,1,0,92.44730533290478,Да
A,A,4,1,1,B,1,0,89.65881827938847,B,B,2,1,1,A,1,0,37.06369061372856,Да
D,C,1,1,0,A,0,1,36.02887664235729,A,A,5,1,1,B,1,1,7.2640415964704825,Нет
A,C,1,1,0,D,0,0,66.53930274037721,A,A,1,0,0,C,1,0,72.73400784011328,Да
B,A,4,0,1,B,1,0,81.76190792193944,C,A,4,0,1,C,0,1,80.95293717799218,Да
C,D,5,1,0,C,0,1,63.07718979827135,B,B,1,0,0,D,0,1,58.43374628390614,Нет
C,A,3,1,1,D,1,0,86.36806610280888,B,A,2,0,1,C,1,0,42.88552355525507,Да
B,D,4,1,0,C,1,1,14.282271798780554,B,A,4,0,0,C,0,0,99.9292094731373,Да
B,D,1,0,1,C,0,0,8.132922242199847,C,D,5,0,1,C,1,0,37.86311234269873,Да
A,A,2,0,1,B,1,1,42.19902971170932,B,A,4,1,1,B,0,0,27.787398301653266,Нет
B,B,3,0,0,B,0,1,38.988668960126624,A,B,3,0,1,D,0,1,81.61282707640737,Да
A,D,4,1,0,C,0,0,99.38260592308194,A,C,5,1,1,C,1,0,33.93425843421639,Да
B,B,3,0,0,C,1,0,25.277864499107615,A,C,1,0,0,A,0,0,31.683840904903203,Нет
A,A,2,1,1,D,0,0,12.747173869688444,D,B,4,0,0,A,1,1,85.01986670946566,Нет
A,B,2,1,1,C,0,1,43.829837553235784,C,B,2,0,0,C,1,1,90.43302456144308,Да
C,B,5,1,1,A,0,0,29.614688557171608,C,A,1,1,0,B,0,0,72.0081190390732,Да
D,B,1,1,1,B,0,1,47.404494559909,A,A,5,1,1,A,1,1,93.34619715294833,Нет
A,C,4,0,1,C,1,1,45.395957627914996,A,D,4,0,1,A,0,0,80.17617069625183,Да
B,B,4,1,0,A,1,0,51.299363196203096,A,C,4,1,0,C,1,1,14.046473150355132,Да
B,A,5,1,0,A,1,0,14.366925471234481,A,B,2,1,1,C,1,1,70.44855651690628,Нет
D,B,4,1,0,B,1,0,80.45702115993306,A,B,5,1,1,A,0,0,81.24517267406087,Нет
C,B,3,1,1,C,0,1,2.778068593631533,B,D,4,0,0,D,0,0,64.82941644834689,Нет
C,C,3,1,0,D,1,1,31.600967598334172,C,C,3,1,1,D,1,0,2.9872018659692134,Да
C,A,5,0,1,B,1,1,57.66525826718387,B,C,4,1,0,C,0,0,9.372000089539478,Нет
A,A,2,0,1,B,1,1,19.10179842406502,C,D,2,1,0,B,0,1,14.118430006334625,Нет
B,A,5,1,0,D,1,0,45.72995186724893,A,C,2,1,0,C,0,1,47.43408903103651,Нет
C,A,4,1,1,A,1,1,1.0228430575220493,A,A,3,0,1,B,1,1,80.9072629371603,Да
A,A,2,1,0,C,0,0,71.66914759992241,A,D,5,0,0,D,0,0,12.804687702952632,Да
C,D,2,1,1,D,0,0,79.66661442626862,C,C,4,1,0,D,1,0,89.22658781356775,Да
B,D,2,1,1,C,0,0,78.13571127495321,C,D,4,0,1,C,1,1,76.01842949213295,Нет
C,D,5,0,0,D,0,0,3.1227423462460435,B,B,5,0,0,D,0,0,44.4923155268992,Да
C,A,4,0,0,C,0,0,67.12392052098275,B,A,1,0,0,D,0,1,20.03206542676006,Да
D,A,2,1,0,D,1,0,10.739934705175747,C,C,5,0,0,B,1,0,85.21292501880258,Нет
C,A,3,0,1,B,0,0,84.21089074154705,A,D,5,0,0,D,0,0,51.18374176684917,Нет
C,B,3,0,0,B,0,1,20.303475596400887,A,B,3,1,0,A,0,1,60.97472847152048,Да
D,A,3,0,0,B,0,0,42.3316067804379,A,C,2,1,1,B,0,0,26.943407218933622,Нет
B,D,2,0,0,A,0,0,41.12800129779232,B,B,4,0,1,B,0,1,17.280074274478608,Нет
C,D,5,1,1,A,0,0,59.82767622663856,D,B,1,1,1,A,0,0,26.563584495627445,Да
B,A,2,1,0,C,1,1,82.61332233572975,A,D,3,0,1,C,0,0,69.61321350620099,Нет
D,A,5,1,1,C,1,0,88.92274133718544,D,A,3,0,0,C,0,1,50.65947442409006,Нет
A,C,2,1,0,C,0,1,69.78030489444821,A,B,2,0,1,C,0,1,96.92825237039523,Да
A,B,2,0,1,D,1,0,16.787426793038662,A,C,3,1,0,C,0,0,24.843041954185175,Нет
C,D,2,0,1,C,0,0,18.609677494942478,C,D,1,0,1,A,0,0,34.145661313599426,Да
C,D,3,1,0,B,1,1,61.960945006101475,D,A,5,1,1,A,0,0,97.65442777700578,Нет
B,D,5,1,1,B,1,0,0.27943432370084453,A,A,4,1,1,C,0,0,73.02345538561394,Нет
C,D,5,0,1,B,1,1,77.00696529710905,D,A,3,1,1,A,0,1,58.571347859925595,Нет
C,D,4,1,1,A,0,0,88.1060627370372,D,B,2,1,0,A,1,1,44.40045627421442,Нет
D,A,4,0,0,D,1,0,37.96502900780627,C,C,4,1,1,C,1,1,49.54611031406907,Нет
A,C,4,0,0,D,0,1,70.40442780408765,A,C,1,0,0,B,0,1,35.14828244844016,Да
D,D,1,1,0,D,1,0,79.53221443240534,A,B,3,0,0,A,0,1,1.218829449182024,Нет
A,D,4,0,1,D,1,0,91.81650309953267,C,B,3,1,0,A,1,0,43.67105683776401,Нет
D,B,2,1,1,B,1,1,52.15523745863483,C,B,2,0,1,C,0,1,55.780721274039344,Да
A,B,1,0,1,A,0,0,44.29976566035826,A,D,3,1,1,D,1,1,35.61453589217971,Нет
B,C,5,0,0,A,0,0,32.250168143117605,B,A,2,0,1,D,0,0,70.57216299010864,Да
B,A,1,0,1,A,0,0,81.387447419365,D,A,2,0,1,D,1,0,13.90600432452368,Да
A,C,5,0,1,C,0,1,2.863561069623932,A,B,1,0,1,D,1,0,74.80596783067735,Нет
B,D,5,0,0,B,1,1,67.15889685850279,A,D,1,0,0,A,0,0,85.43354084265653,Нет
B,B,2,1,1,D,0,1,36.21652149231869,C,C,1,0,1,B,0,0,17.330496525798733,Нет
A,B,2,1,0,B,0,1,50.80039883772914,D,D,3,0,1,C,0,1,68.25756015265603,Нет
C,A,2,1,0,A,0,1,38.08966122134625,C,C,2,1,0,A,0,0,52.36271737973854,Да
C,C,5,0,1,D,1,1,77.2368097908046,B,C,4,1,1,A,0,0,75.34684692916471,Нет
A,C,2,0,0,D,1,0,87.92782589126304,C,D,3,0,1,A,0,1,80.59989382545544,Нет
D,C,4,1,1,C,1,1,26.36154858302441,A,A,4,0,1,C,1,1,53.11781677349505,Да
A,A,5,0,1,D,0,0,43.94732559342395,C,B,1,0,0,C,0,1,54.83275704623778,Нет
D,A,2,0,0,B,1,1,49.43549142976913,B,D,3,1,1,C,0,1,64.14622392876052,Нет
C,D,3,0,1,B,1,0,59.99776595920214,D,B,4,1,0,A,1,1,87.69855151672982,Нет
B,B,2,0,0,C,1,0,95.47492984348584,D,B,5,1,0,B,0,1,69.13419555410104,Нет
C,D,3,0,1,A,0,0,52.62083988435956,C,C,3,1,0,C,0,0,85.09521488835455,Да
A,D,2,0,0,D,1,0,46.3584715494085,C,D,5,0,0,C,1,0,92.86050170611814,Да
D,B,4,0,1,B,1,1,72.17608154780388,A,B,4,0,0,B,1,0,89.59185458899633,Да
A,D,2,1,1,B,0,1,34.43055063981467,B,C,4,1,1,A,0,0,63.65485702503872,Нет
D,D,1,0,0,A,1,1,33.83170240929895,D,A,3,0,1,C,1,1,70.17909119110206,Да
A,C,1,0,0,A,0,0,93.83115181145247,A,C,2,0,0,D,0,1,66.75641901887806,Да
A,C,4,0,1,A,1,1,55.48432483836859,A,C,4,1,0,D,0,1,85.86577951484298,Да
C,D,5,0,1,A,0,1,27.04789429204911,A,C,5,1,0,D,0,0,36.7094300631973,Нет
C,B,2,1,0,B,0,0,66.4696562876317,B,A,2,0,1,B,0,1,64.11415534286985,Нет
A,D,5,0,0,C,1,0,93.99719927657382,B,D,1,1,1,B,1,1,28.576271719237734,Нет
B,C,3,0,0,B,0,1,7.815017203419295,D,A,2,1,0,A,0,1,75.06721919003682,Нет
C,D,2,0,0,A,0,0,44.03749160290401,C,B,4,1,0,D,0,0,85.43967842659993,Да
D,D,1,1,1,D,1,0,62.284345927254314,B,A,3,0,0,B,1,1,85.34810744509153,Нет
A,D,4,1,1,C,0,0,59.76438728537998,D,A,5,1,1,B,1,0,56.8324281485035,Нет
C,D,5,0,1,B,1,1,61.685138407015735,A,B,5,1,1,A,1,0,92.58976618374297,Нет
A,A,2,1,1,A,0,1,18.436507180038287,A,A,4,0,1,B,1,1,49.81601085038997,Да
C,C,2,0,1,A,1,0,60.28554240314882,A,B,2,0,0,D,1,1,58.23940576436368,Нет
B,C,5,0,1,B,0,1,10.518578552181769,C,D,4,1,0,B,0,1,27.59222170436861,Нет
B,A,4,1,0,C,0,1,6.353496361697952,C,D,5,0,1,B,1,0,67.28394003431131,Нет
B,D,3,1,1,D,1,0,77.28371333039792,D,B,4,0,1,C,0,1,95.92763482824476,Нет
A,C,5,1,1,D,1,1,34.249525861044575,A,B,3,1,0,D,1,0,7.667415834345636,Да
B,B,5,1,1,D,0,1,33.18729747168481,D,B,5,0,1,B,0,1,81.5387692159396,Да
C,B,2,1,0,D,0,0,10.520900257676779,D,C,2,0,1,D,1,0,48.39649062632374,Нет
A,B,3,1,1,D,1,0,86.74643493613007,D,C,4,0,0,C,0,0,20.083615043552626,Нет
B,A,1,0,1,A,0,1,15.350170655480955,B,D,4,0,1,A,0,1,42.030999449823724,Да
A,C,1,1,1,A,0,1,61.60808095771478,D,C,3,1,0,A,1,0,38.31872844446532,Нет
A,D,4,1,1,A,1,1,75.4070469250581,D,B,3,0,0,C,1,1,9.102750391195169,Нет
C,D,2,0,1,A,0,1,43.801496399445185,B,D,3,0,1,C,0,0,11.976280404301221,Да
D,B,5,0,1,B,1,0,74.03277255304081,B,A,4,1,0,D,1,0,34.19421261649678,Нет
A,A,4,1,1,A,1,1,40.08032591393932,D,A,4,0,0,C,0,1,0.7464825724622703,Нет
A,B,3,0,0,D,0,0,38.156598328985005,B,D,4,1,0,D,1,1,58.27288189007208,Нет
D,A,3,0,0,B,1,1,58.935848298435644,C,D,3,1,1,B,1,1,59.00083416042264,Да
C,D,2,0,0,A,0,0,58.10819168865601,D,B,4,0,0,C,1,1,55.41256239164255,Нет
B,C,3,0,0,C,0,1,99.34345130365958,C,C,3,1,0,B,0,0,4.342744617606787,Да
D,C,1,0,1,C,1,1,4.7670802060300055,D,A,5,0,0,B,1,1,38.11867153267596,Да
A,B,2,1,1,A,1,1,55.45824580371561,D,D,4,1,1,A,0,1,84.27595283798516,Да
A,C,1,1,1,A,0,0,95.70854224019064,A,D,1,1,0,B,1,1,4.9687576248023335,Нет
A,D,4,0,1,C,1,0,25.668088619485772,D,C,3,0,1,B,1,0,16.72439218218733,Да
D,C,1,0,0,A,1,1,76.61863919964038,C,C,5,0,0,A,1,1,60.74255118282578,Да
C,C,4,0,0,C,0,0,35.046692408781965,C,C,5,0,1,D,0,0,25.462955262859687,Да
C,A,2,0,1,D,1,0,14.134712227427448,A,D,2,0,0,D,0,1,89.28086210292531,Нет
C,A,3,0,1,B,1,0,16.32164044906257,B,B,1,0,0,D,1,1,87.92557958414567,Нет
B,D,3,1,1,C,0,1,25.901219421255583,D,A,2,0,0,C,1,1,58.93694233356701,Нет
C,D,2,0,0,D,0,1,46.77619130538358,B,C,5,1,1,A,1,0,52.80857698042146,Нет
C,C,5,0,1,C,1,0,92.2623204513416,A,A,3,1,0,A,1,1,45.004752046603244,Нет
C,C,1,0,0,D,0,1,56.708741427961364,C,D,2,1,1,C,1,1,13.047748488999622,Нет
A,C,4,0,0,B,1,1,34.290048852438126,B,B,3,1,1,A,1,0,75.432220563321,Нет
A,A,5,0,1,A,1,0,29.68318399125911,B,C,3,0,0,D,1,0,5.011699714013751,Нет
A,A,3,0,1,D,1,1,68.76467848632663,C,D,2,1,0,C,0,0,41.02137643886765,Нет
B,B,3,0,0,B,1,0,36.98063238301936,C,A,4,1,1,A,0,0,56.48120243513991,Нет
B,B,1,1,1,C,1,1,77.2663474896958,A,C,1,0,0,D,0,1,96.31078068796548,Нет
D,C,4,0,1,A,0,1,90.57484127955219,A,B,1,0,0,A,0,1,80.6043127889765,Да
C,D,5,1,1,D,1,1,94.88805826231636,D,A,3,0,0,C,0,0,18.95765545435667,Нет
A,A,2,1,1,D,0,0,49.650364755889534,D,D,2,0,0,C,0,0,85.12359810522211,Нет
C,C,1,0,0,D,0,1,88.49867171014199,B,A,4,0,1,D,1,0,47.08846986541084,Нет
B,A,3,0,1,A,1,1,5.194940835084605,B,A,2,1,1,A,1,1,13.810517703496828,Да
A,B,3,0,0,D,0,1,76.06388859745468,C,C,3,1,1,D,0,1,37.410937400538934,Да
A,B,4,0,0,B,0,1,79.29663745758982,C,B,1,0,1,C,0,1,65.87606405087418,Да
B,D,5,1,0,D,0,0,21.047530316773823,D,D,4,0,1,C,1,0,56.051051693202105,Нет
D,B,4,0,1,B,0,0,73.24772104353848,A,A,1,0,0,D,1,0,71.27748232537061,Нет
A,B,3,0,1,D,1,1,43.72108886256469,D,B,5,0,1,D,0,0,71.88070611267872,Да
D,D,2,0,1,C,0,1,82.69302372673434,D,A,4,0,0,D,1,0,94.11915278914171,Нет
C,D,5,0,1,A,1,0,3.803121350789296,C,B,3,0,1,C,1,0,43.493747231470145,Да
C,C,1,1,1,C,1,1,67.30342005342423,D,D,2,1,1,D,0,1,69.96792346910559,Нет
A,B,1,0,1,A,1,0,54.70250367504236,C,C,4,1,0,B,1,0,44.83657064147898,Нет
B,A,4,1,0,B,0,0,21.58208290939424,A,D,4,0,1,A,0,1,92.75734648057743,Нет
B,B,1,0,1,A,0,1,2.6766715460166957,C,A,5,0,1,B,1,1,88.76670282406441,Нет
D,A,3,1,0,A,1,1,52.30568185140045,D,D,1,1,0,C,0,0,8.007526402248422,Нет
B,C,4,1,1,A,1,1,12.75325338418164,C,C,5,1,0,C,1,1,81.0177320909083,Да
A,A,1,1,1,B,1,1,95.72776656492312,B,A,2,1,0,D,0,0,68.59702120309741,Нет
C,C,4,1,0,D,0,0,6.501412416573126,D,A,5,1,1,A,0,0,30.234393343404818,Нет
C,C,3,1,1,B,0,0,49.09274370185953,A,B,3,1,1,C,1,1,90.95327429210828,Нет
B,A,4,0,0,B,1,0,68.1731060887939,C,D,5,0,1,C,1,0,94.71401658485654,Нет
B,A,3,1,1,A,0,0,38.91261564678593,B,C,5,0,0,D,0,1,83.64329547177655,Нет
A,C,3,0,1,B,1,1,14.3545097928655,C,D,2,1,1,C,0,1,8.41020176838667,Нет
C,C,5,1,1,C,1,0,52.23730145998615,C,B,2,0,1,D,1,0,83.640522345473,Да
A,B,4,1,1,C,1,0,11.328340382794488,A,A,1,1,0,D,1,1,27.200237142322038,Нет
D,B,3,1,0,C,0,1,42.86659747271357,B,D,5,0,0,D,0,0,98.02564432386225,Нет
B,D,2,1,0,C,1,1,63.3069839680889,A,B,1,1,1,D,1,1,21.51628669818868,Нет
B,B,4,0,0,C,1,1,45.038935999560245,A,B,5,1,1,C,0,0,82.77306481310328,Нет
C,D,5,1,1,C,0,0,45.54252495237036,B,C,5,1,1,B,1,1,56.84588429012189,Нет
A,B,2,1,0,A,0,0,68.41200828332262,C,B,2,1,0,A,1,1,99.16825678414185,Да
B,C,5,1,0,B,1,1,92.77124024017196,A,A,2,1,1,B,0,1,82.32406762701584,Нет
D,B,1,1,1,B,0,0,77.67108483339223,C,B,4,0,1,A,1,1,7.462763221853574,Нет
A,D,3,1,1,B,1,0,5.564794337509927,B,A,4,0,0,D,0,0,23.694890089773914,Нет
C,B,4,0,0,D,1,0,68.79908246912505,D,A,1,0,1,B,0,0,12.402206274214478,Нет
A,B,5,0,1,C,1,1,26.006906389254315,D,D,4,1,0,B,1,1,51.66202554064368,Нет
C,A,5,0,1,C,0,1,99.10719794953059,A,A,4,0,1,C,1,0,5.013327824198976,Да
A,D,4,1,1,B,0,1,8.000597313077817,D,D,2,1,0,D,0,0,73.43880886943269,Нет
C,D,4,0,1,C,1,1,29.6701951669743,D,B,1,0,1,C,1,0,51.99558599486763,Да
D,B,4,1,0,C,0,1,86.73629102387055,B,D,3,0,0,B,0,0,86.78049428144928,Нет
B,B,2,1,0,C,0,1,8.521117268483424,A,D,4,1,1,B,0,0,34.80583919152884,Нет
B,A,2,0,0,C,1,1,66.13200884014387,C,D,3,1,1,A,0,1,34.239922051487135,Нет
A,C,4,0,0,C,1,0,53.262211165258556,C,A,4,1,1,D,1,1,65.59262098705183,Нет
